#DATE,GENERATED,EXPORTED,USED,PEAK_POWER,PEAK_TIME,CONDITION,TEMPERATURE_MIN,TEMPERATURE_MAX,COMMENTS,IMPORT_PEAK,IMPORT_OFF_PEAK,IMPORT_SHOULDER,CREDIT,DEBIT
07/02/18,14206,,,4353,13:40,Mostly Cloudy,0.00,46.00,"Updated 17:40 UTC+1:00",,,,,
06/02/18,2135,,,431,11:35,Showers,0.00,31.00,"Updated 17:15 UTC+1:00",,,,,
05/02/18,2198,,,643,13:20,Showers,0.00,32.00,"Updated 16:35 UTC+1:00",,,,,
04/02/18,15968,,,3597,14:35,Mostly Cloudy,23.00,46.00,"Updated 17:35 UTC+1:00",,,,,
03/02/18,20585,,,3578,13:30,Mostly Cloudy,21.00,48.00,"Updated 17:35 UTC+1:00",,,,,
02/02/18,9969,,,2848,12:45,Cloudy,0.00,41.00,"Updated 17:25 UTC+1:00",,,,,
01/02/18,5062,,,3932,13:20,Showers,21.00,43.00,"Updated 17:15 UTC+1:00",,,,,
31/01/18,3430,,,761,14:00,Showers,0.00,34.00,"Updated 17:00 UTC+1:00",,,,,
30/01/18,19117,,,3467,13:05,Mostly Cloudy,24.00,48.00,"Updated 17:25 UTC+1:00",,,,,
29/01/18,19410,,,3381,13:25,Mostly Cloudy,24.00,48.00,"Updated 17:25 UTC+1:00",,,,,
28/01/18,19296,,,3243,13:50,Mostly Cloudy,22.00,48.00,"Updated 17:25 UTC+1:00",,,,,
27/01/18,13655,,,4100,12:35,Cloudy,22.00,47.00,"Updated 17:25 UTC+1:00",,,,,
26/01/18,1120,,,354,13:40,Showers,22.00,32.00,"Updated 17:25 UTC+1:00",,,,,
25/01/18,6262,,,2318,11:00,Cloudy,25.00,39.00,"Updated 17:05 UTC+1:00",,,,,
24/01/18,13309,,,2621,12:35,Cloudy,24.00,43.00,"Updated 17:20 UTC+1:00",,,,,
23/01/18,17023,,,3234,13:05,Mostly Cloudy,24.00,47.00,"Updated 17:20 UTC+1:00",,,,,
22/01/18,12091,,,2894,14:30,Cloudy,23.00,44.00,"Updated 17:15 UTC+1:00",,,,,
21/01/18,18095,,,3187,13:40,Mostly Cloudy,24.00,48.00,"Updated 17:15 UTC+1:00",,,,,
20/01/18,9128,,,3015,14:20,Cloudy,25.00,42.00,"Updated 17:05 UTC+1:00",,,,,
19/01/18,18431,,,3261,13:25,Mostly Cloudy,22.00,48.00,"Updated 17:15 UTC+1:00",,,,,
18/01/18,16537,,,3128,12:55,Mostly Cloudy,24.00,46.00,"Updated 17:10 UTC+1:00",,,,,
17/01/18,15736,,,3977,13:35,Mostly Cloudy,24.00,46.00,"Updated 17:10 UTC+1:00",,,,,
16/01/18,9822,,,2692,12:10,Cloudy,0.00,40.00,"Updated 17:05 UTC+1:00",,,,,
15/01/18,4493,,,1517,11:40,Showers,22.00,36.00,"Updated 17:00 UTC+1:00",,,,,
14/01/18,7140,,,1882,12:25,Cloudy,24.00,39.00,"Updated 16:55 UTC+1:00",,,,,
13/01/18,16610,,,3006,13:35,Mostly Cloudy,24.00,47.00,"Updated 17:05 UTC+1:00",,,,,
12/01/18,10553,,,4032,13:20,Cloudy,22.00,47.00,"Updated 17:00 UTC+1:00",,,,,
11/01/18,10050,,,3127,12:50,Cloudy,22.00,43.00,"Updated 17:00 UTC+1:00",,,,,
10/01/18,3166,,,1550,13:05,Showers,24.00,36.00,"Updated 16:50 UTC+1:00",,,,,
09/01/18,1814,,,986,15:05,Showers,22.00,34.00,"Updated 16:55 UTC+1:00",,,,,
08/01/18,154,,,155,13:15,Showers,22.00,32.00,"Updated 16:30 UTC+1:00",,,,,
07/01/18,308,,,111,12:35,Showers,0.00,31.00,"Updated 15:40 UTC+1:00",,,,,
06/01/18,1150,,,408,13:50,Showers,22.00,32.00,"Updated 16:20 UTC+1:00",,,,,
05/01/18,821,,,272,11:55,Showers,22.00,32.00,"Updated 16:25 UTC+1:00",,,,,
04/01/18,14519,,,2993,13:15,Mostly Cloudy,22.00,46.00,"Updated 16:55 UTC+1:00",,,,,
03/01/18,5987,,,3456,12:50,Cloudy,23.00,41.00,"Updated 16:40 UTC+1:00",,,,,
02/01/18,15246,,,3162,13:20,Mostly Cloudy,23.00,46.00,"Updated 16:50 UTC+1:00",,,,,
01/01/18,4536,,,3187,14:30,Showers,0.00,39.00,"Updated 16:30 UTC+1:00",,,,,
31/12/17,2742,,,756,12:20,Showers,21.00,33.00,"Updated 16:05 UTC+1:00",,,,,
30/12/17,14414,,,2911,12:35,Mostly Cloudy,21.00,45.00,"Updated 16:45 UTC+1:00",,,,,
29/12/17,11958,,,3034,14:55,Cloudy,22.00,43.00,"Updated 16:50 UTC+1:00",,,,,
28/12/17,16076,,,3539,13:45,Mostly Cloudy,0.00,48.00,"Updated 16:50 UTC+1:00",,,,,
27/12/17,1291,,,413,13:35,Showers,0.00,32.00,"Updated 16:35 UTC+1:00",,,,,
26/12/17,1670,,,535,09:45,Showers,0.00,33.00,"Updated 16:20 UTC+1:00",,,,,
25/12/17,13112,,,2861,12:45,Mostly Cloudy,24.00,46.00,"Updated 16:40 UTC+1:00",,,,,
24/12/17,15981,,,3006,13:05,Mostly Cloudy,24.00,46.00,"Updated 16:45 UTC+1:00",,,,,
23/12/17,14169,,,2892,12:35,Mostly Cloudy,21.00,45.00,"Updated 16:45 UTC+1:00",,,,,
22/12/17,5866,,,1406,11:55,Cloudy,23.00,36.00,"Updated 16:35 UTC+1:00",,,,,
21/12/17,15216,,,2896,13:30,Mostly Cloudy,22.00,44.00,"Updated 16:45 UTC+1:00",,,,,
20/12/17,13381,,,3309,14:00,Mostly Cloudy,22.00,44.00,"Updated 16:45 UTC+1:00",,,,,
19/12/17,12342,,,3296,11:35,Cloudy,23.00,43.00,"Updated 16:45 UTC+1:00",,,,,
18/12/17,1179,,,3111,13:55,Showers,24.00,45.00,"Updated 14:05 UTC+1:00",,,,,
17/12/17,233,,,2797,12:05,Showers,43.00,43.00,"Updated 12:05 UTC+1:00",,,,,
16/12/17,14093,,,2881,12:45,Mostly Cloudy,0.00,45.00,"Updated 16:40 UTC+1:00",,,,,
15/12/17,13112,,,3109,12:35,Mostly Cloudy,20.00,45.00,"Updated 16:45 UTC+1:00",,,,,
14/12/17,15366,,,3026,13:05,Mostly Cloudy,0.00,46.00,"Updated 16:40 UTC+1:00",,,,,
13/12/17,773,,,1551,15:50,Showers,34.00,40.00,"Updated 16:40 UTC+1:00",,,,,
12/12/17,1703,,,734,15:30,Showers,29.00,34.00,"Updated 16:40 UTC+1:00",,,,,
11/12/17,88,,,75,12:40,Showers,0.00,29.00,"Updated 14:05 UTC+1:00",,,,,
10/12/17,5223,,,1885,10:30,Showers,24.00,37.00,"Updated 16:30 UTC+1:00",,,,,
09/12/17,17252,,,3167,12:55,Mostly Cloudy,22.00,47.00,"Updated 16:40 UTC+1:00",,,,,
08/12/17,13616,,,2834,13:10,Mostly Cloudy,0.00,45.00,"Updated 16:40 UTC+1:00",,,,,
07/12/17,14612,,,2839,13:10,Mostly Cloudy,24.00,45.00,"Updated 16:40 UTC+1:00",,,,,
06/12/17,16073,,,2973,12:50,Mostly Cloudy,22.00,46.00,"Updated 16:40 UTC+1:00",,,,,
05/12/17,15414,,,3028,13:10,Mostly Cloudy,23.00,46.00,"Updated 16:45 UTC+1:00",,,,,
04/12/17,16094,,,3161,13:20,Mostly Cloudy,23.00,46.00,"Updated 16:45 UTC+1:00",,,,,
03/12/17,10247,,,2316,14:25,Cloudy,20.00,42.00,"Updated 16:45 UTC+1:00",,,,,
02/12/17,23,,,20,15:10,Showers,-1.00,29.00,"Updated 16:00 UTC+1:00",,,,,
01/12/17,3125,,,1208,12:20,Showers,22.00,35.00,"Updated 16:30 UTC+1:00",,,,,
30/11/17,17031,,,2990,12:45,Mostly Cloudy,24.00,46.00,"Updated 16:45 UTC+1:00",,,,,
29/11/17,10251,,,3020,12:15,Cloudy,0.00,44.00,"Updated 16:40 UTC+1:00",,,,,
28/11/17,7351,,,3200,14:30,Cloudy,23.00,42.00,"Updated 16:50 UTC+1:00",,,,,
27/11/17,17328,,,3105,12:55,Mostly Cloudy,23.00,48.00,"Updated 16:50 UTC+1:00",,,,,
26/11/17,17647,,,3080,12:50,Mostly Cloudy,24.00,48.00,"Updated 16:45 UTC+1:00",,,,,
25/11/17,7659,,,2954,13:30,Cloudy,0.00,44.00,"Updated 16:00 UTC+1:00",,,,,
24/11/17,3262,,,958,11:25,Showers,0.00,36.00,"Updated 16:25 UTC+1:00",,,,,
23/11/17,10075,,,3029,13:50,Cloudy,0.00,45.00,"Updated 16:40 UTC+1:00",,,,,
22/11/17,13405,,,2787,12:25,Mostly Cloudy,0.00,46.00,"Updated 16:50 UTC+1:00",,,,,
21/11/17,14944,,,3001,13:10,Mostly Cloudy,25.00,47.00,"Updated 16:55 UTC+1:00",,,,,
20/11/17,16002,,,2959,13:05,Mostly Cloudy,24.00,47.00,"Updated 16:45 UTC+1:00",,,,,
19/11/17,16734,,,3011,13:10,Mostly Cloudy,25.00,48.00,"Updated 16:50 UTC+1:00",,,,,
18/11/17,17595,,,3090,13:15,Mostly Cloudy,24.00,48.00,"Updated 16:50 UTC+1:00",,,,,
17/11/17,16771,,,3085,12:50,Mostly Cloudy,25.00,48.00,"Updated 16:50 UTC+1:00",,,,,
16/11/17,17545,,,3065,12:40,Mostly Cloudy,0.00,48.00,"Updated 16:55 UTC+1:00",,,,,
15/11/17,18373,,,3210,12:45,Mostly Cloudy,0.00,48.00,"Updated 16:55 UTC+1:00",,,,,
14/11/17,17543,,,3288,12:55,Mostly Cloudy,0.00,48.00,"Updated 16:55 UTC+1:00",,,,,
13/11/17,9280,,,3379,13:55,Cloudy,23.00,45.00,"Updated 17:00 UTC+1:00",,,,,
12/11/17,9449,,,2693,14:30,Cloudy,0.00,42.00,"Updated 16:45 UTC+1:00",,,,,
11/11/17,15510,,,3348,11:20,Mostly Cloudy,23.00,48.00,"Updated 16:55 UTC+1:00",,,,,
10/11/17,10689,,,2686,11:55,Cloudy,23.00,43.00,"Updated 16:50 UTC+1:00",,,,,
09/11/17,1333,,,506,11:50,Showers,0.00,32.00,"Updated 16:00 UTC+1:00",,,,,
08/11/17,1949,,,680,12:30,Showers,21.00,32.00,"Updated 17:00 UTC+1:00",,,,,
07/11/17,5418,,,2602,13:15,Cloudy,0.00,38.00,"Updated 16:55 UTC+1:00",,,,,
06/11/17,2099,,,1018,11:45,Showers,0.00,32.00,"Updated 16:00 UTC+1:00",,,,,
05/11/17,1653,,,521,11:25,Showers,0.00,32.00,"Updated 17:10 UTC+1:00",,,,,
04/11/17,5277,,,1154,11:35,Cloudy,0.00,36.00,"Updated 16:55 UTC+1:00",,,,,
03/11/17,16221,,,2943,12:55,Mostly Cloudy,22.00,46.00,"Updated 17:00 UTC+1:00",,,,,
02/11/17,12699,,,3019,13:00,Cloudy,22.00,45.00,"Updated 17:00 UTC+1:00",,,,,
01/11/17,15629,,,2963,12:35,Mostly Cloudy,24.00,46.00,"Updated 17:05 UTC+1:00",,,,,
31/10/17,14883,,,3111,13:05,Mostly Cloudy,0.00,47.00,"Updated 17:10 UTC+1:00",,,,,
30/10/17,13267,,,3522,12:05,Cloudy,0.00,45.00,"Updated 17:10 UTC+1:00",,,,,
29/10/17,10402,,,2393,11:25,Cloudy,23.00,42.00,"Updated 16:25 UTC+1:00",,,,,
28/10/17,9866,,,3137,13:30,Cloudy,25.00,44.00,"Updated 18:05 UTC+2:00",,,,,
27/10/17,12993,,,2706,14:05,Cloudy,23.00,45.00,"Updated 18:15 UTC+2:00",,,,,
26/10/17,15046,,,3183,14:30,Mostly Cloudy,24.00,45.00,"Updated 18:20 UTC+2:00",,,,,
25/10/17,16539,,,2992,14:05,Mostly Cloudy,0.00,48.00,"Updated 18:15 UTC+2:00",,,,,
24/10/17,18105,,,3243,13:15,Mostly Cloudy,25.00,48.00,"Updated 18:20 UTC+2:00",,,,,
23/10/17,20859,,,3367,14:40,Mostly Cloudy,24.00,49.00,"Updated 18:25 UTC+2:00",,,,,
22/10/17,18160,,,3264,15:05,Mostly Cloudy,0.00,49.00,"Updated 18:30 UTC+2:00",,,,,
21/10/17,5183,,,2019,11:35,Showers,24.00,37.00,"Updated 18:20 UTC+2:00",,,,,
20/10/17,13061,,,3139,13:45,Cloudy,0.00,47.00,"Updated 18:25 UTC+2:00",,,,,
19/10/17,16230,,,2897,14:10,Mostly Cloudy,25.00,48.00,"Updated 18:25 UTC+2:00",,,,,
18/10/17,17578,,,3019,13:15,Mostly Cloudy,27.00,49.00,"Updated 18:25 UTC+2:00",,,,,
17/10/17,17596,,,3695,14:05,Mostly Cloudy,0.00,50.00,"Updated 18:35 UTC+2:00",,,,,
16/10/17,21202,,,3308,14:05,Mostly Cloudy,26.00,51.00,"Updated 18:35 UTC+2:00",,,,,
15/10/17,21155,,,3346,13:50,Mostly Cloudy,26.00,51.00,"Updated 18:35 UTC+2:00",,,,,
14/10/17,21319,,,3381,14:05,Mostly Cloudy,27.00,51.00,"Updated 18:35 UTC+2:00",,,,,
13/10/17,20454,,,3320,14:05,Mostly Cloudy,25.00,51.00,"Updated 18:40 UTC+2:00",,,,,
12/10/17,21783,,,3363,14:35,Mostly Cloudy,27.00,51.00,"Updated 18:40 UTC+2:00",,,,,
11/10/17,13533,,,3987,13:10,Cloudy,25.00,49.00,"Updated 18:35 UTC+2:00",,,,,
10/10/17,21960,,,3470,14:15,Mostly Cloudy,27.00,52.00,"Updated 18:40 UTC+2:00",,,,,
09/10/17,22779,,,3592,14:25,Partly Cloudy,25.00,53.00,"Updated 18:45 UTC+2:00",,,,,
08/10/17,24867,,,3708,14:10,Partly Cloudy,0.00,53.00,"Updated 18:50 UTC+2:00",,,,,
07/10/17,24405,,,3764,14:00,Partly Cloudy,27.00,54.00,"Updated 18:50 UTC+2:00",,,,,
06/10/17,24485,,,3682,13:55,Partly Cloudy,24.00,53.00,"Updated 18:55 UTC+2:00",,,,,
05/10/17,17897,,,3741,13:40,Mostly Cloudy,0.00,49.00,"Updated 19:00 UTC+2:00",,,,,
04/10/17,9605,,,3033,14:20,Cloudy,25.00,45.00,"Updated 18:45 UTC+2:00",,,,,
03/10/17,14506,,,3785,12:50,Mostly Cloudy,0.00,49.00,"Updated 19:00 UTC+2:00",,,,,
02/10/17,13140,,,4158,15:05,Cloudy,0.00,49.00,"Updated 18:55 UTC+2:00",,,,,
01/10/17,8863,,,2539,14:00,Cloudy,25.00,44.00,"Updated 18:55 UTC+2:00",,,,,
30/09/17,5294,,,1113,15:35,Showers,27.00,39.00,"Updated 17:35 UTC+2:00",,,,,
29/09/17,12417,,,2711,14:00,Cloudy,0.00,47.00,"Updated 19:05 UTC+2:00",,,,,
28/09/17,23782,,,3762,15:25,Partly Cloudy,26.00,54.00,"Updated 19:05 UTC+2:00",,,,,
27/09/17,19136,,,4170,14:15,Mostly Cloudy,0.00,52.00,"Updated 19:05 UTC+2:00",,,,,
26/09/17,16914,,,3901,13:00,Mostly Cloudy,0.00,49.00,"Updated 19:15 UTC+2:00",,,,,
25/09/17,12316,,,3634,12:25,Cloudy,0.00,48.00,"Updated 19:10 UTC+2:00",,,,,
24/09/17,21489,,,4355,13:35,Mostly Cloudy,27.00,54.00,"Updated 19:15 UTC+2:00",,,,,
23/09/17,19811,,,4068,14:10,Mostly Cloudy,0.00,54.00,"Updated 19:15 UTC+2:00",,,,,
22/09/17,22187,,,4087,15:00,Partly Cloudy,27.00,54.00,"Updated 19:20 UTC+2:00",,,,,
21/09/17,27954,,,3908,14:35,Fine,28.00,57.00,"Updated 19:20 UTC+2:00",,,,,
20/09/17,28853,,,4000,14:05,Fine,27.00,57.00,"Updated 19:25 UTC+2:00",,,,,
19/09/17,28195,,,4005,14:20,Fine,0.00,56.00,"Updated 19:25 UTC+2:00",,,,,
18/09/17,14997,,,3101,14:10,Mostly Cloudy,0.00,48.00,"Updated 19:30 UTC+2:00",,,,,
17/09/17,23321,,,4418,14:15,Partly Cloudy,0.00,57.00,"Updated 19:25 UTC+2:00",,,,,
16/09/17,26844,,,4628,14:40,Partly Cloudy,26.00,55.00,"Updated 19:20 UTC+2:00",,,,,
15/09/17,10691,,,4034,13:15,Cloudy,0.00,48.00,"Updated 19:05 UTC+2:00",,,,,
14/09/17,11856,,,5179,14:35,Cloudy,0.00,54.00,"Updated 19:40 UTC+2:00",,,,,
13/09/17,27892,,,4261,14:40,Fine,31.00,59.00,"Updated 21:17 UTC+2:00",,,,,
12/09/17,29789,,,4081,14:10,Fine,0.00,59.00,"Updated 19:40 UTC+2:00",,,,,
11/09/17,29321,,,4036,14:15,Fine,27.00,58.00,"Updated 19:40 UTC+2:00",,,,,
10/09/17,20114,,,4688,13:55,Mostly Cloudy,27.00,58.00,"Updated 19:30 UTC+2:00",,,,,
09/09/17,8639,,,2187,13:55,Cloudy,29.00,46.00,"Updated 19:20 UTC+2:00",,,,,
08/09/17,19962,,,4326,14:35,Mostly Cloudy,0.00,55.00,"Updated 19:40 UTC+2:00",,,,,
07/09/17,23912,,,4185,14:25,Partly Cloudy,29.00,58.00,"Updated 19:25 UTC+2:00",,,,,
06/09/17,25791,,,4283,14:00,Partly Cloudy,29.00,56.00,"Updated 19:55 UTC+2:00",,,,,
05/09/17,29217,,,3902,14:25,Fine,30.00,58.00,"Updated 19:50 UTC+2:00",,,,,
04/09/17,28257,,,4172,14:40,Fine,0.00,57.00,"Updated 19:50 UTC+2:00",,,,,
03/09/17,30764,,,4144,14:35,Fine,27.00,58.00,"Updated 19:55 UTC+2:00",,,,,
02/09/17,21049,,,4841,14:55,Mostly Cloudy,28.00,57.00,"Updated 20:05 UTC+2:00",,,,,
01/09/17,28280,,,4245,14:35,Fine,28.00,58.00,"Updated 20:00 UTC+2:00",,,,,
31/08/17,16880,,,3902,15:45,Mostly Cloudy,0.00,48.00,"Updated 19:50 UTC+2:00",,,,,
30/08/17,23407,,,4034,15:45,Partly Cloudy,29.00,55.00,"Updated 20:00 UTC+2:00",,,,,
29/08/17,23601,,,3771,12:50,Partly Cloudy,0.00,55.00,"Updated 20:00 UTC+2:00",,,,,
28/08/17,21938,,,4625,13:35,Mostly Cloudy,0.00,55.00,"Updated 20:05 UTC+2:00",,,,,
27/08/17,26842,,,3898,14:10,Partly Cloudy,0.00,57.00,"Updated 20:00 UTC+2:00",,,,,
26/08/17,26418,,,4274,13:50,Partly Cloudy,30.00,57.00,"Updated 20:05 UTC+2:00",,,,,
25/08/17,27039,,,3790,16:00,Partly Cloudy,0.00,58.00,"Updated 19:55 UTC+2:00",,,,,
24/08/17,22888,,,4014,13:40,Partly Cloudy,31.00,58.00,"Updated 20:00 UTC+2:00",,,,,
23/08/17,29927,,,3964,13:20,Fine,31.00,58.00,"Updated 20:10 UTC+2:00",,,,,
22/08/17,29629,,,4471,13:00,Fine,0.00,58.00,"Updated 20:15 UTC+2:00",,,,,
21/08/17,31474,,,3998,14:15,Fine,28.00,59.00,"Updated 20:15 UTC+2:00",,,,,
20/08/17,31641,,,4014,14:10,Fine,29.00,59.00,"Updated 20:20 UTC+2:00",,,,,
19/08/17,29002,,,4109,14:55,Fine,0.00,59.00,"Updated 20:15 UTC+2:00",,,,,
18/08/17,26474,,,3921,11:20,Partly Cloudy,29.00,57.00,"Updated 20:15 UTC+2:00",,,,,
17/08/17,29978,,,3822,14:30,Fine,0.00,58.00,"Updated 20:20 UTC+2:00",,,,,
16/08/17,25165,,,4128,14:25,Partly Cloudy,28.00,57.00,"Updated 20:30 UTC+2:00",,,,,
15/08/17,28930,,,4036,13:40,Fine,28.00,58.00,"Updated 20:20 UTC+2:00",,,,,
14/08/17,28669,,,3968,14:50,Fine,28.00,58.00,"Updated 20:25 UTC+2:00",,,,,
13/08/17,27833,,,5157,15:05,Fine,27.00,59.00,"Updated 20:30 UTC+2:00",,,,,
12/08/17,33642,,,4179,14:05,Fine,0.00,59.00,"Updated 20:30 UTC+2:00",,,,,
11/08/17,25152,,,5582,14:00,Partly Cloudy,29.00,57.00,"Updated 20:15 UTC+2:00",,,,,
10/08/17,18090,,,4780,16:50,Mostly Cloudy,29.00,50.00,"Updated 20:35 UTC+2:00",,,,,
09/08/17,23977,,,4763,14:40,Partly Cloudy,28.00,58.00,"Updated 20:30 UTC+2:00",,,,,
08/08/17,11619,,,4414,11:45,Cloudy,32.00,49.00,"Updated 20:20 UTC+2:00",,,,,
07/08/17,30654,,,4454,15:35,Fine,0.00,60.00,"Updated 20:30 UTC+2:00",,,,,
06/08/17,27968,,,4733,13:55,Fine,31.00,58.00,"Updated 20:40 UTC+2:00",,,,,
05/08/17,30662,,,3823,14:15,Fine,31.00,60.00,"Updated 20:35 UTC+2:00",,,,,
04/08/17,29612,,,3696,14:15,Fine,0.00,59.00,"Updated 20:35 UTC+2:00",,,,,
03/08/17,26933,,,4200,15:55,Partly Cloudy,0.00,59.00,"Updated 20:35 UTC+2:00",,,,,
02/08/17,30302,,,3795,14:45,Fine,30.00,59.00,"Updated 20:45 UTC+2:00",,,,,
01/08/17,26992,,,4285,14:30,Partly Cloudy,30.00,58.00,"Updated 20:30 UTC+2:00",,,,,
31/07/17,28677,,,4801,14:00,Fine,0.00,60.00,"Updated 20:40 UTC+2:00",,,,,
30/07/17,23164,,,4874,13:15,Partly Cloudy,0.00,56.00,"Updated 20:30 UTC+2:00",,,,,
29/07/17,19841,,,4303,14:25,Mostly Cloudy,29.00,58.00,"Updated 20:20 UTC+2:00",,,,,
28/07/17,29980,,,4057,13:40,Fine,29.00,59.00,"Updated 20:50 UTC+2:00",,,,,
27/07/17,30689,,,4280,16:10,Fine,31.00,57.00,"Updated 20:50 UTC+2:00",,,,,
26/07/17,33714,,,4078,14:35,Fine,29.00,59.00,"Updated 20:50 UTC+2:00",,,,,
25/07/17,34484,,,4269,14:55,Fine,29.00,61.00,"Updated 20:50 UTC+2:00",,,,,
24/07/17,34304,,,4617,16:15,Fine,29.00,61.00,"Updated 20:50 UTC+2:00",,,,,
23/07/17,30046,,,4119,15:10,Fine,29.00,59.00,"Updated 21:00 UTC+2:00",,,,,
22/07/17,32118,,,4024,14:00,Fine,28.00,59.00,"Updated 20:45 UTC+2:00",,,,,
21/07/17,19937,,,4503,14:00,Mostly Cloudy,0.00,57.00,"Updated 20:20 UTC+2:00",,,,,
20/07/17,25560,,,4375,15:50,Partly Cloudy,0.00,59.00,"Updated 20:50 UTC+2:00",,,,,
19/07/17,24585,,,4667,14:30,Partly Cloudy,29.00,59.00,"Updated 20:50 UTC+2:00",,,,,
18/07/17,30520,,,4054,14:05,Fine,29.00,59.00,"Updated 20:50 UTC+2:00",,,,,
17/07/17,30692,,,4170,14:55,Fine,0.00,58.00,"Updated 21:00 UTC+2:00",,,,,
16/07/17,33942,,,4157,13:50,Fine,29.00,59.00,"Updated 21:00 UTC+2:00",,,,,
15/07/17,32052,,,4545,15:00,Fine,0.00,59.00,"Updated 21:00 UTC+2:00",,,,,
14/07/17,31108,,,4709,14:30,Fine,0.00,59.00,"Updated 21:00 UTC+2:00",,,,,
13/07/17,33938,,,4092,14:05,Fine,29.00,59.00,"Updated 21:05 UTC+2:00",,,,,
12/07/17,28403,,,4715,14:25,Fine,28.00,57.00,"Updated 21:00 UTC+2:00",,,,,
11/07/17,26738,,,4946,15:30,Partly Cloudy,0.00,56.00,"Updated 21:10 UTC+2:00",,,,,
10/07/17,22274,,,4748,13:40,Partly Cloudy,0.00,56.00,"Updated 20:15 UTC+2:00",,,,,
09/07/17,18093,,,4104,12:20,Mostly Cloudy,0.00,53.00,"Updated 20:55 UTC+2:00",,,,,
08/07/17,24035,,,4302,13:35,Partly Cloudy,30.00,59.00,"Updated 21:15 UTC+2:00",,,,,
07/07/17,32407,,,3905,14:05,Fine,0.00,59.00,"Updated 21:05 UTC+2:00",,,,,
06/07/17,33150,,,4268,15:20,Fine,29.00,59.00,"Updated 21:00 UTC+2:00",,,,,
05/07/17,33211,,,4406,15:05,Fine,0.00,60.00,"Updated 21:00 UTC+2:00",,,,,
04/07/17,31297,,,4487,11:45,Fine,0.00,59.00,"Updated 21:20 UTC+2:00",,,,,
03/07/17,35051,,,4095,14:35,Fine,28.00,59.00,"Updated 21:05 UTC+2:00",,,,,
02/07/17,32692,,,4857,12:20,Fine,27.00,58.00,"Updated 21:05 UTC+2:00",,,,,
01/07/17,28852,,,5604,14:45,Fine,28.00,60.00,"Updated 21:15 UTC+2:00",,,,,
30/06/17,27230,,,5113,15:40,Partly Cloudy,28.00,60.00,"Updated 20:55 UTC+2:00",,,,,
29/06/17,33628,,,5297,12:15,Fine,0.00,59.00,"Updated 21:10 UTC+2:00",,,,,
28/06/17,12916,,,4525,12:00,Cloudy,29.00,55.00,"Updated 16:50 UTC+2:00",,,,,
27/06/17,20184,,,4857,13:20,Mostly Cloudy,0.00,56.00,"Updated 21:00 UTC+2:00",,,,,
26/06/17,18791,,,4636,13:00,Mostly Cloudy,30.00,58.00,"Updated 20:55 UTC+2:00",,,,,
25/06/17,34346,,,4133,13:25,Fine,0.00,60.00,"Updated 21:05 UTC+2:00",,,,,
24/06/17,31407,,,4325,14:00,Fine,30.00,59.00,"Updated 20:55 UTC+2:00",,,,,
23/06/17,33634,,,3990,13:50,Fine,0.00,60.00,"Updated 21:05 UTC+2:00",,,,,
22/06/17,26906,,,4017,15:55,Partly Cloudy,0.00,60.00,"Updated 21:05 UTC+2:00",,,,,
21/06/17,32820,,,4102,14:45,Fine,30.00,59.00,"Updated 21:15 UTC+2:00",,,,,
20/06/17,33695,,,4022,14:30,Fine,0.00,59.00,"Updated 20:55 UTC+2:00",,,,,
19/06/17,34817,,,4093,13:55,Fine,29.00,60.00,"Updated 21:05 UTC+2:00",,,,,
18/06/17,32756,,,4878,14:45,Fine,29.00,60.00,"Updated 21:05 UTC+2:00",,,,,
17/06/17,34773,,,4163,14:10,Fine,30.00,60.00,"Updated 21:05 UTC+2:00",,,,,
16/06/17,32706,,,4162,14:50,Fine,0.00,60.00,"Updated 21:05 UTC+2:00",,,,,
15/06/17,26010,,,4764,14:25,Partly Cloudy,0.00,57.00,"Updated 21:05 UTC+2:00",,,,,
14/06/17,20888,,,3969,13:10,Mostly Cloudy,0.00,56.00,"Updated 20:50 UTC+2:00",,,,,
13/06/17,30989,,,4283,15:10,Fine,28.00,58.00,"Updated 20:50 UTC+2:00",,,,,
12/06/17,33143,,,4084,14:25,Fine,0.00,58.00,"Updated 21:05 UTC+2:00",,,,,
11/06/17,31539,,,4685,15:00,Fine,27.00,57.00,"Updated 21:05 UTC+2:00",,,,,
10/06/17,34821,,,4110,14:50,Fine,26.00,57.00,"Updated 21:05 UTC+2:00",,,,,
09/06/17,28010,,,5222,15:05,Fine,0.00,54.00,"Updated 21:01 UTC+2:00",,,,,
08/06/17,16580,,,2460,15:10,Mostly Cloudy,0.00,46.00,"Updated 20:50 UTC+2:00",,,,,
07/06/17,18404,,,2173,14:05,Mostly Cloudy,0.00,46.00,"Updated 20:55 UTC+2:00",,,,,
06/06/17,16172,,,2444,11:35,Mostly Cloudy,0.00,46.00,"Updated 20:55 UTC+2:00",,,,,
05/06/17,4174,,,1859,12:55,Showers,28.00,42.00,"Updated 19:45 UTC+2:00",,,,,
04/06/17,15094,,,2252,15:15,Mostly Cloudy,0.00,48.00,"Updated 20:05 UTC+2:00",,,,,
03/06/17,12987,,,2337,14:40,Cloudy,0.00,48.00,"Updated 20:45 UTC+2:00",,,,,
02/06/17,15199,,,2177,14:40,Mostly Cloudy,0.00,48.00,"Updated 20:45 UTC+2:00",,,,,
01/06/17,27377,,,4621,14:05,Partly Cloudy,31.00,59.00,"Updated 20:50 UTC+2:00",,,,,
